timestamp,index
3841397333.6594,1
3841397333.8684,2
3841397334.1794,3
3841397334.3884,4
3841397334.5934,5
3841397334.6964,6
3841397334.9044,7
3841397335.2154,8
3841397335.3174,9
3841397335.5264,10
3841397335.7344,11
3841397335.9414,12
3841397336.1454,13
3841397336.3504,14
3841397336.5594,15
3841397336.8724,16
3841397337.1884,17
3841397344.5804,18
3841397344.8914,19
3841397345.1014,20
3841397345.4164,21
3841397345.7314,22
3841397345.9424,23
3841397346.1504,24
3841397346.4604,25
3841397346.8824,26
3841397347.0884,27
3841397347.4004,28
3841397347.6044,29
3841397347.9144,30
3841397348.2234,31
3841397348.5334,32
3841397348.8434,33
3841397349.0544,34
3841397349.2624,35
3841397349.5704,36
3841397349.9874,37
3841397350.2974,38
3841397350.6154,39
3841397350.9274,40
3841397351.3414,41
3841397351.7554,42
3841397352.1704,43
3841397352.4874,44
3841397352.9094,45
3841397353.3274,46
3841397353.6404,47
3841397354.0574,48
3841397354.3734,49
3841397354.7864,50
3841397355.0994,51
3841397355.5134,52
3841397355.9344,53
3841397356.2494,54
3841397356.6634,55
3841397356.8754,56
3841397357.2944,57
3841397357.6124,58
3841397357.8224,59
3841397358.0354,60
3841397358.2434,61
3841397358.4544,62
3841397358.6664,63
3841397358.8784,64
3841397359.0854,65
3841397359.3974,66
3841397359.6054,67
3841397359.8154,68
3841397360.0224,69
3841397360.2334,70
3841397360.4434,71
3841397360.6524,72
3841397360.8584,73
3841397361.0674,74
3841397361.2764,75
3841397361.5854,76
3841397361.7954,77
3841397362.0054,78
3841397362.2164,79
3841397362.4244,80
3841397362.6284,81
3841397362.8374,82
3841397363.0454,83
3841397363.2514,84
3841397363.5654,85
3841397363.7724,86
3841397363.9774,87
3841397364.1884,88
3841397364.4014,89
3841397364.6094,90
3841397364.9234,91
3841397365.1354,92
3841397365.3484,93
3841397365.5584,94
3841397365.7684,95
3841397365.9744,96
3841397366.1824,97
3841397366.5004,98
3841397366.7114,99
3841397366.9214,100
3841397367.1284,101
3841397367.3394,102
3841397367.5464,103
3841397367.7564,104
3841397367.9644,105
3841397368.2764,106
3841397368.4854,107
3841397368.6964,108
3841397368.9064,109
3841397369.1124,110
3841397369.3184,111
3841397369.5294,112
3841397369.7384,113
3841397369.9504,114
3841397370.1604,115
3841397370.4714,116
3841397370.6814,117
3841397370.8904,118
3841397371.1024,119
3841397371.3094,120
3841397371.5204,121
3841397371.7304,122
3841397371.9414,123
3841397372.1534,124
3841397372.3624,125
3841397372.5694,126
3841397372.7794,127
3841397372.9904,128
3841397373.2024,129
3841397373.4134,130
3841397373.6254,131
3841397373.8384,132
3841397374.0494,133
3841397374.2594,134
3841397374.4694,135
3841397374.6804,136
3841397374.8914,137
3841397375.1004,138
3841397375.5224,139
3841397375.7314,140
3841397375.9414,141
3841397376.1494,142
3841397376.3604,143
3841397376.5654,144
3841397376.7754,145
3841397376.9854,146
3841397377.3034,147
3841397377.5124,148
3841397377.7244,149
3841397377.9334,150
3841397378.1434,151
3841397378.3514,152
3841397378.5604,153
3841397378.7694,154
3841397378.9794,155
3841397379.1884,156
3841397379.5044,157
3841397379.7144,158
3841397379.9224,159
3841397380.1314,160
3841397380.3414,161
3841397380.5534,162
3841397380.7634,163
3841397380.9724,164
3841397381.1824,165
3841397381.4994,166
3841397381.7114,167
3841397381.9224,168
3841397382.1334,169
3841397382.3444,170
3841397382.5564,171
3841397382.7674,172
3841397382.9764,173
3841397383.1854,174
3841397383.3904,175
3841397383.6004,176
3841397383.8114,177
3841397384.0234,178
3841397384.2324,179
3841397384.5434,180
3841397384.7504,181
3841397384.9614,182
3841397385.1714,183
3841397385.3794,184
3841397385.6954,185
3841397385.9054,186
3841397386.1154,187
3841397386.3264,188
3841397386.5354,189
3841397386.7414,190
3841397387.0534,191
3841397387.2614,192
3841397387.4684,193
3841397387.7814,194
3841397387.9884,195
3841397388.1994,196
3841397388.4064,197
3841397388.6194,198
3841397388.8304,199
3841397389.0434,200
3841397389.2494,201
3841397389.4594,202
3841397389.6724,203
3841397389.8814,204
3841397390.0914,205
3841397390.4074,206
3841397390.6134,207
3841397390.8244,208
3841397391.0344,209
3841397391.2454,210
3841397391.4534,211
3841397391.6614,212
3841397391.8694,213
3841397392.0814,214
3841397392.2924,215
3841397392.5984,216
3841397392.8054,217
3841397393.0124,218
3841397393.2244,219
3841397393.4314,220
3841397393.6444,221
3841397393.9554,222
3841397394.1614,223
3841397394.3654,224
3841397394.5744,225
3841397394.7804,226
3841397394.9894,227
3841397395.3064,228
3841397395.5154,229
3841397395.7264,230
3841397395.9344,231
3841397396.1404,232
3841397396.3524,233
3841397396.5564,234
3841397396.7664,235
3841397396.9784,236
3841397397.1904,237
